state,fuel_type,year,registrations
Delhi,PETROL(E20)/HYBRID,2022,0
Delhi,PETROL(E20)/HYBRID/CNG,2022,2
Delhi,PETROL/CNG,2022,37035
Delhi,PETROL/HYBRID,2022,12930
Delhi,PETROL/HYBRID/CNG,2022,127
Delhi,PLUG-IN HYBRID EV,2022,0
Delhi,PURE EV,2022,0
Delhi,STRONG HYBRID EV,2022,0
Delhi,CNG ONLY,2023,26810
Delhi,DIESEL,2023,12570
Delhi,DIESEL/HYBRID,2023,40
Delhi,ELECTRIC(BOV),2023,73730
Delhi,ETHANOL(E100),2023,0
Delhi,FLEX-FUEL(ETHANOL),2023,0
Delhi,NOT APPLICABLE,2023,0
Delhi,PETROL,2023,473289
Delhi,PETROL(E20),2023,6333
Delhi,PETROL(E20)/CNG,2023,1
Delhi,PETROL(E20)/HYBRID,2023,0
Delhi,PETROL(E20)/HYBRID/CNG,2023,4
Delhi,PETROL/CNG,2023,41051
Delhi,PETROL/HYBRID,2023,23863
Delhi,PETROL/HYBRID/CNG,2023,116
Delhi,PLUG-IN HYBRID EV,2023,0
Delhi,PURE EV,2023,0
Delhi,STRONG HYBRID EV,2023,0
Delhi,CNG ONLY,2024,24734
Delhi,DIESEL,2024,12275
Delhi,DIESEL/HYBRID,2024,53
Delhi,ELECTRIC(BOV),2024,67935
Delhi,ETHANOL(E100),2024,7
Delhi,FLEX-FUEL(ETHANOL),2024,0
Delhi,NOT APPLICABLE,2024,0
Delhi,PETROL,2024,511897
Delhi,PETROL(E20),2024,11438
Delhi,PETROL(E20)/CNG,2024,4
Delhi,PETROL(E20)/HYBRID,2024,0
Delhi,PETROL(E20)/HYBRID/CNG,2024,0
Delhi,PETROL/CNG,2024,47169
Delhi,PETROL/HYBRID,2024,18054
Delhi,PETROL/HYBRID/CNG,2024,103
Delhi,PLUG-IN HYBRID EV,2024,1
Delhi,PURE EV,2024,12458
Delhi,STRONG HYBRID EV,2024,4980
Delhi,CNG ONLY,2025,30664
Delhi,DIESEL,2025,11213
Delhi,DIESEL/HYBRID,2025,131
Delhi,ELECTRIC(BOV),2025,42517
Delhi,ETHANOL(E100),2025,31
Delhi,FLEX-FUEL(ETHANOL),2025,0
Delhi,NOT APPLICABLE,2025,5
Delhi,PETROL,2025,389326
Delhi,PETROL(E20),2025,199451
Delhi,PETROL(E20)/CNG,2025,6077
Delhi,PETROL(E20)/HYBRID,2025,1775
Delhi,PETROL(E20)/HYBRID/CNG,2025,8
Delhi,PETROL/CNG,2025,46170
Delhi,PETROL/HYBRID,2025,11603
Delhi,PETROL/HYBRID/CNG,2025,79
Delhi,PLUG-IN HYBRID EV,2025,2
Delhi,PURE EV,2025,71241
Delhi,STRONG HYBRID EV,2025,7765
Delhi,CNG ONLY,2026,14906
Delhi,DIESEL,2026,6086
Delhi,DIESEL/HYBRID,2026,133
Delhi,ELECTRIC(BOV),2026,4798
Delhi,ETHANOL(E100),2026,0
Delhi,FLEX-FUEL(ETHANOL),2026,2
Delhi,NOT APPLICABLE,2026,0
Delhi,PETROL,2026,93766
Delhi,PETROL(E20),2026,198237
Delhi,PETROL(E20)/CNG,2026,28121
Delhi,PETROL(E20)/HYBRID,2026,4057
Delhi,PETROL(E20)/HYBRID/CNG,2026,16
Delhi,PETROL/CNG,2026,4747
Delhi,PETROL/HYBRID,2026,2471
Delhi,PETROL/HYBRID/CNG,2026,9
Delhi,PLUG-IN HYBRID EV,2026,1
Delhi,PURE EV,2026,41146
Delhi,STRONG HYBRID EV,2026,5037
Goa,CNG ONLY,2022,222
Goa,DIESEL,2022,4244
Goa,DIESEL/HYBRID,2022,11
Goa,ELECTRIC(BOV),2022,5687
Goa,ETHANOL(E100),2022,0
Goa,LPG ONLY,2022,1
Goa,NOT APPLICABLE,2022,4
Goa,PETROL,2022,58614
Goa,PETROL(E20),2022,0
Goa,PETROL(E20)/CNG,2022,0
Goa,PETROL(E20)/HYBRID,2022,0
Goa,PETROL/CNG,2022,544
Goa,PETROL/HYBRID,2022,1487
Goa,PETROL/LPG,2022,1
Goa,PURE EV,2022,0
Goa,STRONG HYBRID EV,2022,0
Goa,CNG ONLY,2023,154
Goa,DIESEL,2023,4822
Goa,DIESEL/HYBRID,2023,15
Goa,ELECTRIC(BOV),2023,9484
Goa,ETHANOL(E100),2023,0
Goa,LPG ONLY,2023,0
Goa,NOT APPLICABLE,2023,2
Goa,PETROL,2023,56344
Goa,PETROL(E20),2023,6668
Goa,PETROL(E20)/CNG,2023,0
Goa,PETROL(E20)/HYBRID,2023,0
Goa,PETROL/CNG,2023,1002
Goa,PETROL/HYBRID,2023,2797
Goa,PETROL/LPG,2023,0
Goa,PURE EV,2023,0
Goa,STRONG HYBRID EV,2023,0
Goa,CNG ONLY,2024,222
Goa,DIESEL,2024,5333
Goa,DIESEL/HYBRID,2024,51
Goa,ELECTRIC(BOV),2024,9028
Goa,ETHANOL(E100),2024,1
Goa,LPG ONLY,2024,0
Goa,NOT APPLICABLE,2024,2
Goa,PETROL,2024,52944
Goa,PETROL(E20),2024,9624
Goa,PETROL(E20)/CNG,2024,0
Goa,PETROL(E20)/HYBRID,2024,0
Goa,PETROL/CNG,2024,1197
Goa,PETROL/HYBRID,2024,3186
Goa,PETROL/LPG,2024,0
Goa,PURE EV,2024,2464
Goa,STRONG HYBRID EV,2024,266
Goa,CNG ONLY,2025,204
Goa,DIESEL,2025,5192
Goa,DIESEL/HYBRID,2025,58
Goa,ELECTRIC(BOV),2025,2947
Goa,ETHANOL(E100),2025,3
Goa,LPG ONLY,2025,0
Goa,NOT APPLICABLE,2025,2
Goa,PETROL,2025,47145
Goa,PETROL(E20),2025,20166
Goa,PETROL(E20)/CNG,2025,126
Goa,PETROL(E20)/HYBRID,2025,513
Goa,PETROL/CNG,2025,949
Goa,PETROL/HYBRID,2025,2118
Goa,PETROL/LPG,2025,0
Goa,PURE EV,2025,6420
Goa,STRONG HYBRID EV,2025,513
Goa,CNG ONLY,2026,92
Goa,DIESEL,2026,2581
Goa,DIESEL/HYBRID,2026,35
Goa,ELECTRIC(BOV),2026,996
Goa,ETHANOL(E100),2026,0
Goa,LPG ONLY,2026,0
Goa,NOT APPLICABLE,2026,10
Goa,PETROL,2026,10428
Goa,PETROL(E20),2026,22078
Goa,PETROL(E20)/CNG,2026,574
Goa,PETROL(E20)/HYBRID,2026,1177
Goa,PETROL/CNG,2026,45
Goa,PETROL/HYBRID,2026,140
Goa,PETROL/LPG,2026,0
Goa,PURE EV,2026,4929
Goa,STRONG HYBRID EV,2026,208
Gujarat,CNG ONLY,2022,50168
Gujarat,DIESEL,2022,187783
Gujarat,DIESEL/HYBRID,2022,109
Gujarat,ELECTRIC(BOV),2022,68991
Gujarat,ETHANOL(E100),2022,0
Gujarat,FUEL CELL HYDROGEN,2022,0
Gujarat,LNG,2022,5
Gujarat,LPG ONLY,2022,0
Gujarat,NOT APPLICABLE,2022,4137
Gujarat,PETROL,2022,1163512
Gujarat,PETROL(E20),2022,0
Gujarat,PETROL(E20)/CNG,2022,2
Gujarat,PETROL(E20)/HYBRID,2022,0
Gujarat,PETROL(E20)/HYBRID/CNG,2022,10
Gujarat,PETROL/CNG,2022,81022
Gujarat,PETROL/HYBRID,2022,13447
Gujarat,PETROL/HYBRID/CNG,2022,123
Gujarat,PETROL/LPG,2022,1
Gujarat,PLUG-IN HYBRID EV,2022,0
Gujarat,PURE EV,2022,0
Gujarat,STRONG HYBRID EV,2022,1
Gujarat,CNG ONLY,2023,76434
Gujarat,DIESEL,2023,244115
Gujarat,DIESEL/HYBRID,2023,440
Gujarat,ELECTRIC(BOV),2023,88614
Gujarat,ETHANOL(E100),2023,0
Gujarat,FUEL CELL HYDROGEN,2023,0
Gujarat,LNG,2023,29
Gujarat,LPG ONLY,2023,0
Gujarat,NOT APPLICABLE,2023,4024
Gujarat,PETROL,2023,1260535
Gujarat,PETROL(E20),2023,14355
Gujarat,PETROL(E20)/CNG,2023,1
Gujarat,PETROL(E20)/HYBRID,2023,0
Gujarat,PETROL(E20)/HYBRID/CNG,2023,7
Gujarat,PETROL/CNG,2023,111347
Gujarat,PETROL/HYBRID,2023,21690
Gujarat,PETROL/HYBRID/CNG,2023,122
Gujarat,PETROL/LPG,2023,0
Gujarat,PLUG-IN HYBRID EV,2023,0
Gujarat,PURE EV,2023,0
Gujarat,STRONG HYBRID EV,2023,0
Gujarat,CNG ONLY,2024,88901
Gujarat,DIESEL,2024,251249
Gujarat,DIESEL/HYBRID,2024,847
Gujarat,ELECTRIC(BOV),2024,50006
Gujarat,ETHANOL(E100),2024,5
Gujarat,FUEL CELL HYDROGEN,2024,4
Gujarat,LNG,2024,22
Gujarat,LPG ONLY,2024,0
Gujarat,NOT APPLICABLE,2024,3277
Gujarat,PETROL,2024,1302448
Gujarat,PETROL(E20),2024,22488
Gujarat,PETROL(E20)/CNG,2024,2
Gujarat,PETROL(E20)/HYBRID,2024,0
Gujarat,PETROL(E20)/HYBRID/CNG,2024,2
Gujarat,PETROL/CNG,2024,133782
Gujarat,PETROL/HYBRID,2024,15908
Gujarat,PETROL/HYBRID/CNG,2024,51
Gujarat,PETROL/LPG,2024,1
Gujarat,PLUG-IN HYBRID EV,2024,2
Gujarat,PURE EV,2024,25751
Gujarat,STRONG HYBRID EV,2024,4583
Gujarat,CNG ONLY,2025,93702
Gujarat,DIESEL,2025,257335
Gujarat,DIESEL/HYBRID,2025,1143
Gujarat,ELECTRIC(BOV),2025,9236
Gujarat,ETHANOL(E100),2025,23
Gujarat,FUEL CELL HYDROGEN,2025,0
Gujarat,LNG,2025,59
Gujarat,LPG ONLY,2025,6
Gujarat,NOT APPLICABLE,2025,2475
Gujarat,PETROL,2025,1146279
Gujarat,PETROL(E20),2025,336703
Gujarat,PETROL(E20)/CNG,2025,19416
Gujarat,PETROL(E20)/HYBRID,2025,2203
Gujarat,PETROL(E20)/HYBRID/CNG,2025,3
Gujarat,PETROL/CNG,2025,135867
Gujarat,PETROL/HYBRID,2025,10943
Gujarat,PETROL/HYBRID/CNG,2025,41
Gujarat,PETROL/LPG,2025,0
Gujarat,PLUG-IN HYBRID EV,2025,3
Gujarat,PURE EV,2025,66535
Gujarat,STRONG HYBRID EV,2025,8140
Gujarat,CNG ONLY,2026,48000
Gujarat,DIESEL,2026,120656
Gujarat,DIESEL/HYBRID,2026,655
Gujarat,ELECTRIC(BOV),2026,2395
Gujarat,ETHANOL(E100),2026,0
Gujarat,FUEL CELL HYDROGEN,2026,0
Gujarat,LNG,2026,1
Gujarat,LPG ONLY,2026,0
Gujarat,NOT APPLICABLE,2026,2060
Gujarat,PETROL,2026,237754
Gujarat,PETROL(E20),2026,467856
Gujarat,PETROL(E20)/CNG,2026,68201
Gujarat,PETROL(E20)/HYBRID,2026,4533
Gujarat,PETROL(E20)/HYBRID/CNG,2026,8
Gujarat,PETROL/CNG,2026,15541
Gujarat,PETROL/HYBRID,2026,1853
Gujarat,PETROL/HYBRID/CNG,2026,14
Gujarat,PETROL/LPG,2026,0
Gujarat,PLUG-IN HYBRID EV,2026,1
Gujarat,PURE EV,2026,52331
Gujarat,STRONG HYBRID EV,2026,4388
Haryana,CNG ONLY,2022,26449
Haryana,DIESEL,2022,123230
Haryana,DIESEL/HYBRID,2022,20
Haryana,DUAL DIESEL/CNG,2022,2
Haryana,ELECTRIC(BOV),2022,25858
Haryana,ETHANOL(E100),2022,0
Haryana,FUEL CELL HYDROGEN,2022,0
Haryana,LNG,2022,0
Haryana,NOT APPLICABLE,2022,198
Haryana,PETROL,2022,505957
Haryana,PETROL(E20),2022,0
Haryana,PETROL(E20)/CNG,2022,4
Haryana,PETROL(E20)/HYBRID,2022,0
Haryana,PETROL(E20)/HYBRID/CNG,2022,1
Haryana,PETROL(E20)/LPG,2022,0
Haryana,PETROL/CNG,2022,46991
Haryana,PETROL/HYBRID,2022,10804
Haryana,PETROL/HYBRID/CNG,2022,38
Haryana,PETROL/LPG,2022,262
Haryana,PLUG-IN HYBRID EV,2022,0
Haryana,PURE EV,2022,0
Haryana,STRONG HYBRID EV,2022,0
Haryana,CNG ONLY,2023,28389
Haryana,DIESEL,2023,136621
Haryana,DIESEL/HYBRID,2023,80
Haryana,DUAL DIESEL/CNG,2023,0
Haryana,ELECTRIC(BOV),2023,30542
Haryana,ETHANOL(E100),2023,0
Haryana,FUEL CELL HYDROGEN,2023,0
Haryana,LNG,2023,0
Haryana,NOT APPLICABLE,2023,456
Haryana,PETROL,2023,550297
Haryana,PETROL(E20),2023,2844
Haryana,PETROL(E20)/CNG,2023,4
Haryana,PETROL(E20)/HYBRID,2023,0
Haryana,PETROL(E20)/HYBRID/CNG,2023,9
Haryana,PETROL(E20)/LPG,2023,0
Haryana,PETROL/CNG,2023,63537
Haryana,PETROL/HYBRID,2023,22752
Haryana,PETROL/HYBRID/CNG,2023,71
Haryana,PETROL/LPG,2023,218
Haryana,PLUG-IN HYBRID EV,2023,0
Haryana,PURE EV,2023,9
Haryana,STRONG HYBRID EV,2023,0
Haryana,CNG ONLY,2024,31904
Haryana,DIESEL,2024,142791
Haryana,DIESEL/HYBRID,2024,219
Haryana,DUAL DIESEL/CNG,2024,0
Haryana,ELECTRIC(BOV),2024,31268
Haryana,ETHANOL(E100),2024,3
Haryana,FUEL CELL HYDROGEN,2024,11
Haryana,LNG,2024,0
Haryana,NOT APPLICABLE,2024,248
Haryana,PETROL,2024,660964
Haryana,PETROL(E20),2024,6912
Haryana,PETROL(E20)/CNG,2024,4
Haryana,PETROL(E20)/HYBRID,2024,0
Haryana,PETROL(E20)/HYBRID/CNG,2024,4
Haryana,PETROL(E20)/LPG,2024,0
Haryana,PETROL/CNG,2024,84838
Haryana,PETROL/HYBRID,2024,20343
Haryana,PETROL/HYBRID/CNG,2024,57
Haryana,PETROL/LPG,2024,170
Haryana,PLUG-IN HYBRID EV,2024,4
Haryana,PURE EV,2024,11724
Haryana,STRONG HYBRID EV,2024,4810
Haryana,CNG ONLY,2025,35550
Haryana,DIESEL,2025,159288
Haryana,DIESEL/HYBRID,2025,465
Haryana,DUAL DIESEL/CNG,2025,0
Haryana,ELECTRIC(BOV),2025,13942
Haryana,ETHANOL(E100),2025,11
Haryana,FUEL CELL HYDROGEN,2025,0
Haryana,LNG,2025,20
Haryana,NOT APPLICABLE,2025,305
Haryana,PETROL,2025,520835
Haryana,PETROL(E20),2025,191966
Haryana,PETROL(E20)/CNG,2025,13853
Haryana,PETROL(E20)/HYBRID,2025,2223
Haryana,PETROL(E20)/HYBRID/CNG,2025,8
Haryana,PETROL(E20)/LPG,2025,9
Haryana,PETROL/CNG,2025,95746
Haryana,PETROL/HYBRID,2025,14001
Haryana,PETROL/HYBRID/CNG,2025,102
Haryana,PETROL/LPG,2025,67
Haryana,PLUG-IN HYBRID EV,2025,14
Haryana,PURE EV,2025,23451
Haryana,STRONG HYBRID EV,2025,9356
Haryana,CNG ONLY,2026,17070
Haryana,DIESEL,2026,93484
Haryana,DIESEL/HYBRID,2026,483
Haryana,DUAL DIESEL/CNG,2026,0
Haryana,ELECTRIC(BOV),2026,4541
Haryana,ETHANOL(E100),2026,1
Haryana,FUEL CELL HYDROGEN,2026,0
Haryana,LNG,2026,2
Haryana,NOT APPLICABLE,2026,139
Haryana,PETROL,2026,130472
Haryana,PETROL(E20),2026,195204
Haryana,PETROL(E20)/CNG,2026,55650
Haryana,PETROL(E20)/HYBRID,2026,4829
Haryana,PETROL(E20)/HYBRID/CNG,2026,13
Haryana,PETROL(E20)/LPG,2026,3
Haryana,PETROL/CNG,2026,10562
Haryana,PETROL/HYBRID,2026,3101
Haryana,PETROL/HYBRID/CNG,2026,13
Haryana,PETROL/LPG,2026,4
Haryana,PLUG-IN HYBRID EV,2026,1
Haryana,PURE EV,2026,12914
Haryana,STRONG HYBRID EV,2026,5021
Himachal pradesh,CNG ONLY,2022,116
Himachal pradesh,DIESEL,2022,17208
Himachal pradesh,DIESEL/HYBRID,2022,15
Himachal pradesh,ELECTRIC(BOV),2022,1016
Himachal pradesh,ETHANOL(E100),2022,0
Himachal pradesh,NOT APPLICABLE,2022,0
Himachal pradesh,PETROL,2022,99296
Himachal pradesh,PETROL(E20),2022,0
Himachal pradesh,PETROL(E20)/CNG,2022,0
Himachal pradesh,PETROL(E20)/HYBRID,2022,0
Himachal pradesh,PETROL/CNG,2022,240
Himachal pradesh,PETROL/HYBRID,2022,1423
Himachal pradesh,PETROL/HYBRID/CNG,2022,0
Himachal pradesh,PETROL/METHANOL,2022,0
Himachal pradesh,PLUG-IN HYBRID EV,2022,0
Himachal pradesh,PURE EV,2022,0
Himachal pradesh,STRONG HYBRID EV,2022,0
Himachal pradesh,CNG ONLY,2023,61
Himachal pradesh,DIESEL,2023,18332
Himachal pradesh,DIESEL/HYBRID,2023,49
Himachal pradesh,ELECTRIC(BOV),2023,1142
Himachal pradesh,ETHANOL(E100),2023,0
Himachal pradesh,NOT APPLICABLE,2023,1
Himachal pradesh,PETROL,2023,102680
Himachal pradesh,PETROL(E20),2023,1408
Himachal pradesh,PETROL(E20)/CNG,2023,0
Himachal pradesh,PETROL(E20)/HYBRID,2023,0
Himachal pradesh,PETROL/CNG,2023,230
Himachal pradesh,PETROL/HYBRID,2023,3920
Himachal pradesh,PETROL/HYBRID/CNG,2023,1
Himachal pradesh,PETROL/METHANOL,2023,0
Himachal pradesh,PLUG-IN HYBRID EV,2023,0
Himachal pradesh,PURE EV,2023,0
Himachal pradesh,STRONG HYBRID EV,2023,0
Himachal pradesh,CNG ONLY,2024,70
Himachal pradesh,DIESEL,2024,21207
Himachal pradesh,DIESEL/HYBRID,2024,85
Himachal pradesh,ELECTRIC(BOV),2024,1364
Himachal pradesh,ETHANOL(E100),2024,0
Himachal pradesh,NOT APPLICABLE,2024,0
Himachal pradesh,PETROL,2024,116709
Himachal pradesh,PETROL(E20),2024,2562
Himachal pradesh,PETROL(E20)/CNG,2024,0
Himachal pradesh,PETROL(E20)/HYBRID,2024,0
Himachal pradesh,PETROL/CNG,2024,432
Himachal pradesh,PETROL/HYBRID,2024,4562
Himachal pradesh,PETROL/HYBRID/CNG,2024,0
Himachal pradesh,PETROL/METHANOL,2024,0
Himachal pradesh,PLUG-IN HYBRID EV,2024,1
Himachal pradesh,PURE EV,2024,399
Himachal pradesh,STRONG HYBRID EV,2024,353
Himachal pradesh,CNG ONLY,2025,246
Himachal pradesh,DIESEL,2025,22302
Himachal pradesh,DIESEL/HYBRID,2025,98
Himachal pradesh,ELECTRIC(BOV),2025,569
Himachal pradesh,ETHANOL(E100),2025,3
Himachal pradesh,NOT APPLICABLE,2025,0
Himachal pradesh,PETROL,2025,92192
Himachal pradesh,PETROL(E20),2025,40504
Himachal pradesh,PETROL(E20)/CNG,2025,44
Himachal pradesh,PETROL(E20)/HYBRID,2025,429
Himachal pradesh,PETROL/CNG,2025,511
Himachal pradesh,PETROL/HYBRID,2025,3882
Himachal pradesh,PETROL/HYBRID/CNG,2025,0
Himachal pradesh,PETROL/METHANOL,2025,2
Himachal pradesh,PLUG-IN HYBRID EV,2025,3
Himachal pradesh,PURE EV,2025,1362
Himachal pradesh,STRONG HYBRID EV,2025,625
Himachal pradesh,CNG ONLY,2026,40
Himachal pradesh,DIESEL,2026,11744
Himachal pradesh,DIESEL/HYBRID,2026,108
Himachal pradesh,ELECTRIC(BOV),2026,83
Himachal pradesh,ETHANOL(E100),2026,0
Himachal pradesh,NOT APPLICABLE,2026,0
Himachal pradesh,PETROL,2026,13275
Himachal pradesh,PETROL(E20),2026,49164
Himachal pradesh,PETROL(E20)/CNG,2026,332
Himachal pradesh,PETROL(E20)/HYBRID,2026,2014
Himachal pradesh,PETROL/CNG,2026,68
Himachal pradesh,PETROL/HYBRID,2026,662
Himachal pradesh,PETROL/HYBRID/CNG,2026,0
Himachal pradesh,PETROL/METHANOL,2026,0
Himachal pradesh,PLUG-IN HYBRID EV,2026,0
Himachal pradesh,PURE EV,2026,951
Himachal pradesh,STRONG HYBRID EV,2026,457
J&K,CNG ONLY,2022,0
J&K,DIESEL,2022,23688
J&K,DIESEL/HYBRID,2022,2
J&K,ELECTRIC(BOV),2022,4691
J&K,ETHANOL(E100),2022,0
J&K,PETROL,2022,132927
J&K,PETROL(E20),2022,0
J&K,PETROL(E20)/CNG,2022,0
J&K,PETROL(E20)/HYBRID,2022,0
J&K,PETROL/CNG,2022,3
J&K,PETROL/HYBRID,2022,1577
J&K,PURE EV,2022,0
J&K,STRONG HYBRID EV,2022,0
J&K,CNG ONLY,2023,0
J&K,DIESEL,2023,23470
J&K,DIESEL/HYBRID,2023,3
J&K,ELECTRIC(BOV),2023,9752
J&K,ETHANOL(E100),2023,0
J&K,PETROL,2023,133678
J&K,PETROL(E20),2023,1668
J&K,PETROL(E20)/CNG,2023,0
J&K,PETROL(E20)/HYBRID,2023,0
J&K,PETROL/CNG,2023,5
J&K,PETROL/HYBRID,2023,3062
J&K,PURE EV,2023,1
J&K,STRONG HYBRID EV,2023,0
J&K,CNG ONLY,2024,2
J&K,DIESEL,2024,25973
J&K,DIESEL/HYBRID,2024,12
J&K,ELECTRIC(BOV),2024,11639
J&K,ETHANOL(E100),2024,0
J&K,PETROL,2024,132865
J&K,PETROL(E20),2024,2671
J&K,PETROL(E20)/CNG,2024,0
J&K,PETROL(E20)/HYBRID,2024,0
J&K,PETROL/CNG,2024,3
J&K,PETROL/HYBRID,2024,4526
J&K,PURE EV,2024,1573
J&K,STRONG HYBRID EV,2024,155
J&K,CNG ONLY,2025,23
J&K,DIESEL,2025,25930
J&K,DIESEL/HYBRID,2025,53
J&K,ELECTRIC(BOV),2025,6041
J&K,ETHANOL(E100),2025,1
J&K,PETROL,2025,92693
J&K,PETROL(E20),2025,55558
J&K,PETROL(E20)/CNG,2025,37
J&K,PETROL(E20)/HYBRID,2025,627
J&K,PETROL/CNG,2025,70
J&K,PETROL/HYBRID,2025,3235
J&K,PURE EV,2025,5787
J&K,STRONG HYBRID EV,2025,272
J&K,CNG ONLY,2026,5
J&K,DIESEL,2026,15878
J&K,DIESEL/HYBRID,2026,45
J&K,ELECTRIC(BOV),2026,1905
J&K,ETHANOL(E100),2026,0
J&K,PETROL,2026,15030
J&K,PETROL(E20),2026,67183
J&K,PETROL(E20)/CNG,2026,97
J&K,PETROL(E20)/HYBRID,2026,2033
J&K,PETROL/CNG,2026,4
J&K,PETROL/HYBRID,2026,284
J&K,PURE EV,2026,5572
J&K,STRONG HYBRID EV,2026,179
Jharkhand,CNG ONLY,2022,4376
Jharkhand,DIESEL,2022,37958
Jharkhand,DIESEL/HYBRID,2022,3
Jharkhand,ELECTRIC(BOV),2022,13679
Jharkhand,ETHANOL(E100),2022,0
Jharkhand,LNG,2022,0
Jharkhand,LPG ONLY,2022,2
Jharkhand,NOT APPLICABLE,2022,465
Jharkhand,PETROL,2022,429075
Jharkhand,PETROL(E20),2022,0
Jharkhand,PETROL(E20)/CNG,2022,0
Jharkhand,PETROL(E20)/HYBRID,2022,0
Jharkhand,PETROL(E20)/HYBRID/CNG,2022,0
Jharkhand,PETROL/CNG,2022,1706
Jharkhand,PETROL/HYBRID,2022,4371
Jharkhand,PETROL/HYBRID/CNG,2022,1
Jharkhand,PURE EV,2022,0
Jharkhand,STRONG HYBRID EV,2022,0
Jharkhand,CNG ONLY,2023,5211
Jharkhand,DIESEL,2023,44425
Jharkhand,DIESEL/HYBRID,2023,17
Jharkhand,ELECTRIC(BOV),2023,21125
Jharkhand,ETHANOL(E100),2023,0
Jharkhand,LNG,2023,0
Jharkhand,LPG ONLY,2023,203
Jharkhand,NOT APPLICABLE,2023,522
Jharkhand,PETROL,2023,459262
Jharkhand,PETROL(E20),2023,6752
Jharkhand,PETROL(E20)/CNG,2023,0
Jharkhand,PETROL(E20)/HYBRID,2023,0
Jharkhand,PETROL(E20)/HYBRID/CNG,2023,1
Jharkhand,PETROL/CNG,2023,1571
Jharkhand,PETROL/HYBRID,2023,5931
Jharkhand,PETROL/HYBRID/CNG,2023,0
Jharkhand,PURE EV,2023,0
Jharkhand,STRONG HYBRID EV,2023,0
Jharkhand,CNG ONLY,2024,5618
Jharkhand,DIESEL,2024,48167
Jharkhand,DIESEL/HYBRID,2024,33
Jharkhand,ELECTRIC(BOV),2024,20921
Jharkhand,ETHANOL(E100),2024,9
Jharkhand,LNG,2024,1
Jharkhand,LPG ONLY,2024,1488
Jharkhand,NOT APPLICABLE,2024,397
Jharkhand,PETROL,2024,475388
Jharkhand,PETROL(E20),2024,12326
Jharkhand,PETROL(E20)/CNG,2024,0
Jharkhand,PETROL(E20)/HYBRID,2024,0
Jharkhand,PETROL(E20)/HYBRID/CNG,2024,2
Jharkhand,PETROL/CNG,2024,3116
Jharkhand,PETROL/HYBRID,2024,6385
Jharkhand,PETROL/HYBRID/CNG,2024,3
Jharkhand,PURE EV,2024,5061
Jharkhand,STRONG HYBRID EV,2024,299
Jharkhand,CNG ONLY,2025,5648
Jharkhand,DIESEL,2025,55835
Jharkhand,DIESEL/HYBRID,2025,79
Jharkhand,ELECTRIC(BOV),2025,16192
Jharkhand,ETHANOL(E100),2025,13
Jharkhand,LNG,2025,0
Jharkhand,LPG ONLY,2025,1801
Jharkhand,NOT APPLICABLE,2025,605
Jharkhand,PETROL,2025,386799
Jharkhand,PETROL(E20),2025,180190
Jharkhand,PETROL(E20)/CNG,2025,851
Jharkhand,PETROL(E20)/HYBRID,2025,1170
Jharkhand,PETROL(E20)/HYBRID/CNG,2025,0
Jharkhand,PETROL/CNG,2025,5274
Jharkhand,PETROL/HYBRID,2025,6182
Jharkhand,PETROL/HYBRID/CNG,2025,2
Jharkhand,PURE EV,2025,17837
Jharkhand,STRONG HYBRID EV,2025,663
Jharkhand,CNG ONLY,2026,2564
Jharkhand,DIESEL,2026,29432
Jharkhand,DIESEL/HYBRID,2026,78
Jharkhand,ELECTRIC(BOV),2026,5858
Jharkhand,ETHANOL(E100),2026,0
Jharkhand,LNG,2026,0
Jharkhand,LPG ONLY,2026,323
Jharkhand,NOT APPLICABLE,2026,207
Jharkhand,PETROL,2026,81263
Jharkhand,PETROL(E20),2026,204317
Jharkhand,PETROL(E20)/CNG,2026,4348
Jharkhand,PETROL(E20)/HYBRID,2026,3827
Jharkhand,PETROL(E20)/HYBRID/CNG,2026,0
Jharkhand,PETROL/CNG,2026,313
Jharkhand,PETROL/HYBRID,2026,460
Jharkhand,PETROL/HYBRID/CNG,2026,0
Jharkhand,PURE EV,2026,13554
Jharkhand,STRONG HYBRID EV,2026,316
Karnataka,CNG ONLY,2022,16757
Karnataka,DIESEL,2022,188065
Karnataka,DIESEL/HYBRID,2022,71
Karnataka,DUAL DIESEL/CNG,2022,2
Karnataka,DUAL DIESEL/LNG,2022,1
