state,fuel_type,year,registrations
Meghalaya,PETROL(E20)/HYBRID,2025,157
Meghalaya,PETROL/CNG,2025,4
Meghalaya,PETROL/HYBRID,2025,801
Meghalaya,PURE EV,2025,336
Meghalaya,STRONG HYBRID EV,2025,92
Meghalaya,DIESEL,2026,2569
Meghalaya,DIESEL/HYBRID,2026,6
Meghalaya,ELECTRIC(BOV),2026,175
Meghalaya,NOT APPLICABLE,2026,0
Meghalaya,PETROL,2026,6101
Meghalaya,PETROL(E20),2026,12325
Meghalaya,PETROL(E20)/CNG,2026,5
Meghalaya,PETROL(E20)/HYBRID,2026,511
Meghalaya,PETROL/CNG,2026,0
Meghalaya,PETROL/HYBRID,2026,53
Meghalaya,PURE EV,2026,276
Meghalaya,STRONG HYBRID EV,2026,44
Mizoram,CNG ONLY,2022,0
Mizoram,DIESEL,2022,3067
Mizoram,DIESEL/HYBRID,2022,0
Mizoram,ELECTRIC(BOV),2022,36
Mizoram,ETHANOL(E100),2022,0
Mizoram,PETROL,2022,23813
Mizoram,PETROL(E20),2022,0
Mizoram,PETROL(E20)/HYBRID,2022,0
Mizoram,PETROL/HYBRID,2022,87
Mizoram,PURE EV,2022,0
Mizoram,STRONG HYBRID EV,2022,0
Mizoram,CNG ONLY,2023,4
Mizoram,DIESEL,2023,2942
Mizoram,DIESEL/HYBRID,2023,0
Mizoram,ELECTRIC(BOV),2023,167
Mizoram,ETHANOL(E100),2023,0
Mizoram,PETROL,2023,22967
Mizoram,PETROL(E20),2023,2365
Mizoram,PETROL(E20)/HYBRID,2023,0
Mizoram,PETROL/HYBRID,2023,223
Mizoram,PURE EV,2023,0
Mizoram,STRONG HYBRID EV,2023,0
Mizoram,CNG ONLY,2024,4
Mizoram,DIESEL,2024,2807
Mizoram,DIESEL/HYBRID,2024,0
Mizoram,ELECTRIC(BOV),2024,512
Mizoram,ETHANOL(E100),2024,7
Mizoram,PETROL,2024,22744
Mizoram,PETROL(E20),2024,3662
Mizoram,PETROL(E20)/HYBRID,2024,0
Mizoram,PETROL/HYBRID,2024,196
Mizoram,PURE EV,2024,48
Mizoram,STRONG HYBRID EV,2024,14
Mizoram,CNG ONLY,2025,0
Mizoram,DIESEL,2025,3084
Mizoram,DIESEL/HYBRID,2025,1
Mizoram,ELECTRIC(BOV),2025,584
Mizoram,ETHANOL(E100),2025,21
Mizoram,PETROL,2025,20545
Mizoram,PETROL(E20),2025,5571
Mizoram,PETROL(E20)/HYBRID,2025,42
Mizoram,PETROL/HYBRID,2025,225
Mizoram,PURE EV,2025,240
Mizoram,STRONG HYBRID EV,2025,21
Mizoram,CNG ONLY,2026,0
Mizoram,DIESEL,2026,1887
Mizoram,DIESEL/HYBRID,2026,3
Mizoram,ELECTRIC(BOV),2026,390
Mizoram,ETHANOL(E100),2026,0
Mizoram,PETROL,2026,8578
Mizoram,PETROL(E20),2026,5869
Mizoram,PETROL(E20)/HYBRID,2026,118
Mizoram,PETROL/HYBRID,2026,15
Mizoram,PURE EV,2026,203
Mizoram,STRONG HYBRID EV,2026,16
Nagaland,CNG ONLY,2022,27
Nagaland,DIESEL,2022,13007
Nagaland,DIESEL/HYBRID,2022,0
Nagaland,DUAL DIESEL/CNG,2022,0
Nagaland,ELECTRIC(BOV),2022,3
Nagaland,LNG,2022,0
Nagaland,NOT APPLICABLE,2022,6
Nagaland,PETROL,2022,12694
Nagaland,PETROL(E20),2022,0
Nagaland,PETROL(E20)/CNG,2022,0
Nagaland,PETROL(E20)/HYBRID,2022,0
Nagaland,PETROL/CNG,2022,1
Nagaland,PETROL/HYBRID,2022,222
Nagaland,PURE EV,2022,0
Nagaland,STRONG HYBRID EV,2022,0
Nagaland,CNG ONLY,2023,23
Nagaland,DIESEL,2023,13337
Nagaland,DIESEL/HYBRID,2023,2
Nagaland,DUAL DIESEL/CNG,2023,0
Nagaland,ELECTRIC(BOV),2023,6
Nagaland,LNG,2023,0
Nagaland,NOT APPLICABLE,2023,5
Nagaland,PETROL,2023,12480
Nagaland,PETROL(E20),2023,443
Nagaland,PETROL(E20)/CNG,2023,0
Nagaland,PETROL(E20)/HYBRID,2023,0
Nagaland,PETROL/CNG,2023,0
Nagaland,PETROL/HYBRID,2023,1036
Nagaland,PURE EV,2023,0
Nagaland,STRONG HYBRID EV,2023,0
Nagaland,CNG ONLY,2024,28
Nagaland,DIESEL,2024,14543
Nagaland,DIESEL/HYBRID,2024,3
Nagaland,DUAL DIESEL/CNG,2024,0
Nagaland,ELECTRIC(BOV),2024,9
Nagaland,LNG,2024,0
Nagaland,NOT APPLICABLE,2024,18
Nagaland,PETROL,2024,11518
Nagaland,PETROL(E20),2024,624
Nagaland,PETROL(E20)/CNG,2024,0
Nagaland,PETROL(E20)/HYBRID,2024,0
Nagaland,PETROL/CNG,2024,2
Nagaland,PETROL/HYBRID,2024,924
Nagaland,PURE EV,2024,4
Nagaland,STRONG HYBRID EV,2024,32
Nagaland,CNG ONLY,2025,181
Nagaland,DIESEL,2025,13700
Nagaland,DIESEL/HYBRID,2025,7
Nagaland,DUAL DIESEL/CNG,2025,0
Nagaland,ELECTRIC(BOV),2025,1
Nagaland,LNG,2025,6
Nagaland,NOT APPLICABLE,2025,0
Nagaland,PETROL,2025,8665
Nagaland,PETROL(E20),2025,3342
Nagaland,PETROL(E20)/CNG,2025,0
Nagaland,PETROL(E20)/HYBRID,2025,175
Nagaland,PETROL/CNG,2025,0
Nagaland,PETROL/HYBRID,2025,741
Nagaland,PURE EV,2025,22
Nagaland,STRONG HYBRID EV,2025,70
Nagaland,CNG ONLY,2026,172
Nagaland,DIESEL,2026,7630
Nagaland,DIESEL/HYBRID,2026,9
Nagaland,DUAL DIESEL/CNG,2026,1
Nagaland,ELECTRIC(BOV),2026,0
Nagaland,LNG,2026,0
Nagaland,NOT APPLICABLE,2026,5
Nagaland,PETROL,2026,1970
Nagaland,PETROL(E20),2026,4965
Nagaland,PETROL(E20)/CNG,2026,1
Nagaland,PETROL(E20)/HYBRID,2026,384
Nagaland,PETROL/CNG,2026,0
Nagaland,PETROL/HYBRID,2026,141
Nagaland,PURE EV,2026,16
Nagaland,STRONG HYBRID EV,2026,42
Odisha,CNG ONLY,2022,1000
Odisha,DIESEL,2022,61804
Odisha,DIESEL/HYBRID,2022,9
Odisha,ELECTRIC(BOV),2022,28445
Odisha,ETHANOL(E100),2022,0
Odisha,NOT APPLICABLE,2022,2628
Odisha,PETROL,2022,531615
Odisha,PETROL(E20),2022,1
Odisha,PETROL(E20)/CNG,2022,0
Odisha,PETROL(E20)/HYBRID,2022,0
Odisha,PETROL/CNG,2022,1948
Odisha,PETROL/HYBRID,2022,6369
Odisha,PETROL/HYBRID/CNG,2022,0
Odisha,PLUG-IN HYBRID EV,2022,0
Odisha,PURE EV,2022,0
Odisha,STRONG HYBRID EV,2022,0
Odisha,CNG ONLY,2023,1892
Odisha,DIESEL,2023,79015
Odisha,DIESEL/HYBRID,2023,41
Odisha,ELECTRIC(BOV),2023,44542
Odisha,ETHANOL(E100),2023,0
Odisha,NOT APPLICABLE,2023,2385
Odisha,PETROL,2023,584331
Odisha,PETROL(E20),2023,15816
Odisha,PETROL(E20)/CNG,2023,1
Odisha,PETROL(E20)/HYBRID,2023,0
Odisha,PETROL/CNG,2023,2814
Odisha,PETROL/HYBRID,2023,8976
Odisha,PETROL/HYBRID/CNG,2023,1
Odisha,PLUG-IN HYBRID EV,2023,0
Odisha,PURE EV,2023,0
Odisha,STRONG HYBRID EV,2023,0
Odisha,CNG ONLY,2024,2626
Odisha,DIESEL,2024,86968
Odisha,DIESEL/HYBRID,2024,75
Odisha,ELECTRIC(BOV),2024,46822
Odisha,ETHANOL(E100),2024,2
Odisha,NOT APPLICABLE,2024,2083
Odisha,PETROL,2024,614451
Odisha,PETROL(E20),2024,25588
Odisha,PETROL(E20)/CNG,2024,0
Odisha,PETROL(E20)/HYBRID,2024,0
Odisha,PETROL/CNG,2024,4072
Odisha,PETROL/HYBRID,2024,9169
Odisha,PETROL/HYBRID/CNG,2024,2
Odisha,PLUG-IN HYBRID EV,2024,0
Odisha,PURE EV,2024,18487
Odisha,STRONG HYBRID EV,2024,660
Odisha,CNG ONLY,2025,2524
Odisha,DIESEL,2025,90511
Odisha,DIESEL/HYBRID,2025,167
Odisha,ELECTRIC(BOV),2025,10089
Odisha,ETHANOL(E100),2025,22
Odisha,NOT APPLICABLE,2025,2349
Odisha,PETROL,2025,483437
Odisha,PETROL(E20),2025,218905
Odisha,PETROL(E20)/CNG,2025,1270
Odisha,PETROL(E20)/HYBRID,2025,1436
Odisha,PETROL/CNG,2025,6223
Odisha,PETROL/HYBRID,2025,6606
Odisha,PETROL/HYBRID/CNG,2025,1
Odisha,PLUG-IN HYBRID EV,2025,0
Odisha,PURE EV,2025,69150
Odisha,STRONG HYBRID EV,2025,1479
Odisha,CNG ONLY,2026,1334
Odisha,DIESEL,2026,47412
Odisha,DIESEL/HYBRID,2026,111
Odisha,ELECTRIC(BOV),2026,4026
Odisha,ETHANOL(E100),2026,2
Odisha,NOT APPLICABLE,2026,1371
Odisha,PETROL,2026,101335
Odisha,PETROL(E20),2026,268627
Odisha,PETROL(E20)/CNG,2026,4485
Odisha,PETROL(E20)/HYBRID,2026,4008
Odisha,PETROL/CNG,2026,577
Odisha,PETROL/HYBRID,2026,435
Odisha,PETROL/HYBRID/CNG,2026,0
Odisha,PLUG-IN HYBRID EV,2026,1
Odisha,PURE EV,2026,62279
Odisha,STRONG HYBRID EV,2026,767
Pudducherry,CNG ONLY,2022,24
Pudducherry,DIESEL,2022,2806
Pudducherry,DIESEL/HYBRID,2022,7
Pudducherry,ELECTRIC(BOV),2022,1483
Pudducherry,ETHANOL(E100),2022,0
Pudducherry,LPG ONLY,2022,28
Pudducherry,PETROL,2022,45159
Pudducherry,PETROL(E20),2022,0
Pudducherry,PETROL(E20)/CNG,2022,0
Pudducherry,PETROL(E20)/HYBRID,2022,0
Pudducherry,PETROL/CNG,2022,140
Pudducherry,PETROL/HYBRID,2022,649
Pudducherry,PETROL/LPG,2022,2
Pudducherry,PLUG-IN HYBRID EV,2022,0
Pudducherry,PURE EV,2022,0
Pudducherry,STRONG HYBRID EV,2022,0
Pudducherry,CNG ONLY,2023,51
Pudducherry,DIESEL,2023,3164
Pudducherry,DIESEL/HYBRID,2023,27
Pudducherry,ELECTRIC(BOV),2023,2637
Pudducherry,ETHANOL(E100),2023,0
Pudducherry,LPG ONLY,2023,18
Pudducherry,PETROL,2023,45592
Pudducherry,PETROL(E20),2023,2361
Pudducherry,PETROL(E20)/CNG,2023,0
Pudducherry,PETROL(E20)/HYBRID,2023,0
Pudducherry,PETROL/CNG,2023,275
Pudducherry,PETROL/HYBRID,2023,1166
Pudducherry,PETROL/LPG,2023,0
Pudducherry,PLUG-IN HYBRID EV,2023,0
Pudducherry,PURE EV,2023,0
Pudducherry,STRONG HYBRID EV,2023,0
Pudducherry,CNG ONLY,2024,63
Pudducherry,DIESEL,2024,3858
Pudducherry,DIESEL/HYBRID,2024,68
Pudducherry,ELECTRIC(BOV),2024,3192
Pudducherry,ETHANOL(E100),2024,0
Pudducherry,LPG ONLY,2024,4
Pudducherry,PETROL,2024,50662
Pudducherry,PETROL(E20),2024,4282
Pudducherry,PETROL(E20)/CNG,2024,0
Pudducherry,PETROL(E20)/HYBRID,2024,0
Pudducherry,PETROL/CNG,2024,548
Pudducherry,PETROL/HYBRID,2024,1248
Pudducherry,PETROL/LPG,2024,0
Pudducherry,PLUG-IN HYBRID EV,2024,3
Pudducherry,PURE EV,2024,1321
Pudducherry,STRONG HYBRID EV,2024,223
Pudducherry,CNG ONLY,2025,131
Pudducherry,DIESEL,2025,3607
Pudducherry,DIESEL/HYBRID,2025,65
Pudducherry,ELECTRIC(BOV),2025,723
Pudducherry,ETHANOL(E100),2025,6
Pudducherry,LPG ONLY,2025,1
Pudducherry,PETROL,2025,40836
Pudducherry,PETROL(E20),2025,20512
Pudducherry,PETROL(E20)/CNG,2025,61
Pudducherry,PETROL(E20)/HYBRID,2025,179
Pudducherry,PETROL/CNG,2025,489
Pudducherry,PETROL/HYBRID,2025,1092
Pudducherry,PETROL/LPG,2025,0
Pudducherry,PLUG-IN HYBRID EV,2025,2
Pudducherry,PURE EV,2025,3887
Pudducherry,STRONG HYBRID EV,2025,467
Pudducherry,CNG ONLY,2026,78
Pudducherry,DIESEL,2026,1839
Pudducherry,DIESEL/HYBRID,2026,36
Pudducherry,ELECTRIC(BOV),2026,334
Pudducherry,ETHANOL(E100),2026,0
Pudducherry,LPG ONLY,2026,12
Pudducherry,PETROL,2026,13406
Pudducherry,PETROL(E20),2026,22987
Pudducherry,PETROL(E20)/CNG,2026,376
Pudducherry,PETROL(E20)/HYBRID,2026,677
Pudducherry,PETROL/CNG,2026,48
Pudducherry,PETROL/HYBRID,2026,116
Pudducherry,PETROL/LPG,2026,0
Pudducherry,PLUG-IN HYBRID EV,2026,0
Pudducherry,PURE EV,2026,3303
Pudducherry,STRONG HYBRID EV,2026,286
Punjab,CNG ONLY,2022,4220
Punjab,DIESEL,2022,81511
Punjab,DIESEL/HYBRID,2022,22
Punjab,ELECTRIC(BOV),2022,14058
Punjab,ETHANOL(E100),2022,0
Punjab,NOT APPLICABLE,2022,0
Punjab,PETROL,2022,441788
Punjab,PETROL(E20),2022,0
Punjab,PETROL(E20)/CNG,2022,1
Punjab,PETROL(E20)/HYBRID,2022,0
Punjab,PETROL(E20)/HYBRID/CNG,2022,0
Punjab,PETROL/CNG,2022,7844
Punjab,PETROL/HYBRID,2022,6827
Punjab,PETROL/HYBRID/CNG,2022,3
Punjab,PURE EV,2022,0
Punjab,STRONG HYBRID EV,2022,0
Punjab,CNG ONLY,2023,4413
Punjab,DIESEL,2023,89784
Punjab,DIESEL/HYBRID,2023,77
Punjab,ELECTRIC(BOV),2023,25752
Punjab,ETHANOL(E100),2023,0
Punjab,NOT APPLICABLE,2023,2
Punjab,PETROL,2023,498438
Punjab,PETROL(E20),2023,923
Punjab,PETROL(E20)/CNG,2023,0
Punjab,PETROL(E20)/HYBRID,2023,0
Punjab,PETROL(E20)/HYBRID/CNG,2023,1
Punjab,PETROL/CNG,2023,8095
Punjab,PETROL/HYBRID,2023,13641
Punjab,PETROL/HYBRID/CNG,2023,6
Punjab,PURE EV,2023,0
Punjab,STRONG HYBRID EV,2023,0
Punjab,CNG ONLY,2024,4110
Punjab,DIESEL,2024,100619
Punjab,DIESEL/HYBRID,2024,257
Punjab,ELECTRIC(BOV),2024,32215
Punjab,ETHANOL(E100),2024,0
Punjab,NOT APPLICABLE,2024,3
Punjab,PETROL,2024,527534
Punjab,PETROL(E20),2024,1879
Punjab,PETROL(E20)/CNG,2024,0
Punjab,PETROL(E20)/HYBRID,2024,0
Punjab,PETROL(E20)/HYBRID/CNG,2024,2
Punjab,PETROL/CNG,2024,10903
Punjab,PETROL/HYBRID,2024,13276
Punjab,PETROL/HYBRID/CNG,2024,8
Punjab,PURE EV,2024,12255
Punjab,STRONG HYBRID EV,2024,2680
Punjab,CNG ONLY,2025,3472
Punjab,DIESEL,2025,117054
Punjab,DIESEL/HYBRID,2025,361
Punjab,ELECTRIC(BOV),2025,11966
Punjab,ETHANOL(E100),2025,1
Punjab,NOT APPLICABLE,2025,1
Punjab,PETROL,2025,430066
Punjab,PETROL(E20),2025,176924
Punjab,PETROL(E20)/CNG,2025,1327
Punjab,PETROL(E20)/HYBRID,2025,1864
Punjab,PETROL(E20)/HYBRID/CNG,2025,2
Punjab,PETROL/CNG,2025,10939
Punjab,PETROL/HYBRID,2025,9768
Punjab,PETROL/HYBRID/CNG,2025,6
Punjab,PURE EV,2025,33316
Punjab,STRONG HYBRID EV,2025,4548
Punjab,CNG ONLY,2026,1737
Punjab,DIESEL,2026,73954
Punjab,DIESEL/HYBRID,2026,378
Punjab,ELECTRIC(BOV),2026,4663
Punjab,ETHANOL(E100),2026,0
Punjab,NOT APPLICABLE,2026,0
Punjab,PETROL,2026,75728
Punjab,PETROL(E20),2026,216428
Punjab,PETROL(E20)/CNG,2026,6055
Punjab,PETROL(E20)/HYBRID,2026,6213
Punjab,PETROL(E20)/HYBRID/CNG,2026,0
Punjab,PETROL/CNG,2026,1455
Punjab,PETROL/HYBRID,2026,1832
Punjab,PETROL/HYBRID/CNG,2026,0
Punjab,PURE EV,2026,22149
Punjab,STRONG HYBRID EV,2026,2766
Rajasthan,CNG ONLY,2022,10603
Rajasthan,DIESEL,2022,208015
Rajasthan,DIESEL/HYBRID,2022,13
Rajasthan,ELECTRIC(BOV),2022,78293
Rajasthan,ETHANOL(E100),2022,0
Rajasthan,HCNG,2022,0
Rajasthan,LNG,2022,0
Rajasthan,LPG ONLY,2022,1660
Rajasthan,NOT APPLICABLE,2022,3116
Rajasthan,PETROL,2022,956988
Rajasthan,PETROL(E20),2022,1
Rajasthan,PETROL(E20)/CNG,2022,5
Rajasthan,PETROL(E20)/HYBRID,2022,0
Rajasthan,PETROL(E20)/HYBRID/CNG,2022,7
Rajasthan,PETROL(E20)/LPG,2022,7
Rajasthan,PETROL/CNG,2022,18112
Rajasthan,PETROL/HYBRID,2022,8175
Rajasthan,PETROL/HYBRID/CNG,2022,69
Rajasthan,PETROL/LPG,2022,3761
Rajasthan,PURE EV,2022,0
Rajasthan,STRONG HYBRID EV,2022,0
Rajasthan,CNG ONLY,2023,14055
Rajasthan,DIESEL,2023,246578
Rajasthan,DIESEL/HYBRID,2023,77
Rajasthan,ELECTRIC(BOV),2023,93823
Rajasthan,ETHANOL(E100),2023,0
Rajasthan,HCNG,2023,1
Rajasthan,LNG,2023,0
Rajasthan,LPG ONLY,2023,3090
Rajasthan,NOT APPLICABLE,2023,6617
Rajasthan,PETROL,2023,1115717
Rajasthan,PETROL(E20),2023,5218
Rajasthan,PETROL(E20)/CNG,2023,6
Rajasthan,PETROL(E20)/HYBRID,2023,0
Rajasthan,PETROL(E20)/HYBRID/CNG,2023,9
Rajasthan,PETROL(E20)/LPG,2023,2
Rajasthan,PETROL/CNG,2023,24193
Rajasthan,PETROL/HYBRID,2023,13001
Rajasthan,PETROL/HYBRID/CNG,2023,69
Rajasthan,PETROL/LPG,2023,2907
Rajasthan,PURE EV,2023,0
Rajasthan,STRONG HYBRID EV,2023,0
Rajasthan,CNG ONLY,2024,19278
Rajasthan,DIESEL,2024,251128
Rajasthan,DIESEL/HYBRID,2024,168
Rajasthan,ELECTRIC(BOV),2024,73844
Rajasthan,ETHANOL(E100),2024,4
Rajasthan,HCNG,2024,0
Rajasthan,LNG,2024,105
Rajasthan,LPG ONLY,2024,3483
Rajasthan,NOT APPLICABLE,2024,3848
Rajasthan,PETROL,2024,1201723
Rajasthan,PETROL(E20),2024,9051
Rajasthan,PETROL(E20)/CNG,2024,3
Rajasthan,PETROL(E20)/HYBRID,2024,0
Rajasthan,PETROL(E20)/HYBRID/CNG,2024,5
Rajasthan,PETROL(E20)/LPG,2024,6
Rajasthan,PETROL/CNG,2024,39705
Rajasthan,PETROL/HYBRID,2024,10252
Rajasthan,PETROL/HYBRID/CNG,2024,62
Rajasthan,PETROL/LPG,2024,3731
Rajasthan,PURE EV,2024,35531
Rajasthan,STRONG HYBRID EV,2024,1849
Rajasthan,CNG ONLY,2025,22434
Rajasthan,DIESEL,2025,267484
Rajasthan,DIESEL/HYBRID,2025,340
Rajasthan,ELECTRIC(BOV),2025,25616
Rajasthan,ETHANOL(E100),2025,14
Rajasthan,HCNG,2025,0
Rajasthan,LNG,2025,69
Rajasthan,LPG ONLY,2025,2566
Rajasthan,NOT APPLICABLE,2025,1993
Rajasthan,PETROL,2025,958936
Rajasthan,PETROL(E20),2025,239103
Rajasthan,PETROL(E20)/CNG,2025,7154
Rajasthan,PETROL(E20)/HYBRID,2025,1404
Rajasthan,PETROL(E20)/HYBRID/CNG,2025,12
Rajasthan,PETROL(E20)/LPG,2025,234
Rajasthan,PETROL/CNG,2025,57221
Rajasthan,PETROL/HYBRID,2025,7824
Rajasthan,PETROL/HYBRID/CNG,2025,27
Rajasthan,PETROL/LPG,2025,4225
Rajasthan,PURE EV,2025,88859
Rajasthan,STRONG HYBRID EV,2025,3023
Rajasthan,CNG ONLY,2026,11697
Rajasthan,DIESEL,2026,152777
Rajasthan,DIESEL/HYBRID,2026,285
Rajasthan,ELECTRIC(BOV),2026,7438
Rajasthan,ETHANOL(E100),2026,0
Rajasthan,HCNG,2026,0
Rajasthan,LNG,2026,0
Rajasthan,LPG ONLY,2026,529
Rajasthan,NOT APPLICABLE,2026,1447
Rajasthan,PETROL,2026,283954
Rajasthan,PETROL(E20),2026,258176
Rajasthan,PETROL(E20)/CNG,2026,37588
Rajasthan,PETROL(E20)/HYBRID,2026,3832
Rajasthan,PETROL(E20)/HYBRID/CNG,2026,15
Rajasthan,PETROL(E20)/LPG,2026,316
Rajasthan,PETROL/CNG,2026,5297
Rajasthan,PETROL/HYBRID,2026,941
Rajasthan,PETROL/HYBRID/CNG,2026,1
Rajasthan,PETROL/LPG,2026,271
Rajasthan,PURE EV,2026,66549
Rajasthan,STRONG HYBRID EV,2026,1467
Sikkim,DIESEL,2022,2249
Sikkim,DIESEL/HYBRID,2022,0
Sikkim,ELECTRIC(BOV),2022,0
Sikkim,PETROL,2022,8259
Sikkim,PETROL(E20),2022,0
Sikkim,PETROL(E20)/HYBRID,2022,0
Sikkim,PETROL/CNG,2022,0
Sikkim,PETROL/HYBRID,2022,49
Sikkim,PURE EV,2022,0
Sikkim,STRONG HYBRID EV,2022,0
Sikkim,DIESEL,2023,1910
Sikkim,DIESEL/HYBRID,2023,1
Sikkim,ELECTRIC(BOV),2023,0
Sikkim,PETROL,2023,8669
Sikkim,PETROL(E20),2023,277
Sikkim,PETROL(E20)/HYBRID,2023,0
Sikkim,PETROL/CNG,2023,0
Sikkim,PETROL/HYBRID,2023,151
Sikkim,PURE EV,2023,0
Sikkim,STRONG HYBRID EV,2023,0
Sikkim,DIESEL,2024,2254
Sikkim,DIESEL/HYBRID,2024,0
Sikkim,ELECTRIC(BOV),2024,7
Sikkim,PETROL,2024,8778
Sikkim,PETROL(E20),2024,473
Sikkim,PETROL(E20)/HYBRID,2024,0
Sikkim,PETROL/CNG,2024,0
Sikkim,PETROL/HYBRID,2024,156
Sikkim,PURE EV,2024,0
Sikkim,STRONG HYBRID EV,2024,10
Sikkim,DIESEL,2025,1994
Sikkim,DIESEL/HYBRID,2025,2
Sikkim,ELECTRIC(BOV),2025,2
Sikkim,PETROL,2025,4350
Sikkim,PETROL(E20),2025,4219
Sikkim,PETROL(E20)/HYBRID,2025,6
Sikkim,PETROL/CNG,2025,1
Sikkim,PETROL/HYBRID,2025,98
Sikkim,PURE EV,2025,7
Sikkim,STRONG HYBRID EV,2025,14
Sikkim,DIESEL,2026,1259
Sikkim,DIESEL/HYBRID,2026,6
Sikkim,ELECTRIC(BOV),2026,6
Sikkim,PETROL,2026,558
Sikkim,PETROL(E20),2026,4419
Sikkim,PETROL(E20)/HYBRID,2026,53
Sikkim,PETROL/CNG,2026,0
Sikkim,PETROL/HYBRID,2026,24
Sikkim,PURE EV,2026,6
Sikkim,STRONG HYBRID EV,2026,6
Tamil nadu,CNG ONLY,2022,12192
Tamil nadu,DIESEL,2022,151317
Tamil nadu,DIESEL/HYBRID,2022,81
Tamil nadu,DUAL DIESEL/CNG,2022,0
Tamil nadu,ELECTRIC(BOV),2022,67022
Tamil nadu,ETHANOL(E100),2022,0
Tamil nadu,LNG,2022,0
Tamil nadu,LPG ONLY,2022,1172
Tamil nadu,NOT APPLICABLE,2022,4
Tamil nadu,PETROL,2022,1441561
Tamil nadu,PETROL(E20),2022,0
Tamil nadu,PETROL(E20)/CNG,2022,2
Tamil nadu,PETROL(E20)/HYBRID,2022,0
Tamil nadu,PETROL(E20)/HYBRID/CNG,2022,0
Tamil nadu,PETROL(E20)/LPG,2022,1
Tamil nadu,PETROL/CNG,2022,9292
Tamil nadu,PETROL/HYBRID,2022,16466
Tamil nadu,PETROL/HYBRID/CNG,2022,9
Tamil nadu,PETROL/LPG,2022,1614
Tamil nadu,PLUG-IN HYBRID EV,2022,0
Tamil nadu,PURE EV,2022,6
Tamil nadu,STRONG HYBRID EV,2022,0
Tamil nadu,CNG ONLY,2023,28051
Tamil nadu,DIESEL,2023,160913
Tamil nadu,DIESEL/HYBRID,2023,206
Tamil nadu,DUAL DIESEL/CNG,2023,0
Tamil nadu,ELECTRIC(BOV),2023,90309
Tamil nadu,ETHANOL(E100),2023,0
Tamil nadu,LNG,2023,61
Tamil nadu,LPG ONLY,2023,2674
Tamil nadu,NOT APPLICABLE,2023,5
Tamil nadu,PETROL,2023,1411635
Tamil nadu,PETROL(E20),2023,93131
Tamil nadu,PETROL(E20)/CNG,2023,7
Tamil nadu,PETROL(E20)/HYBRID,2023,0
Tamil nadu,PETROL(E20)/HYBRID/CNG,2023,0
Tamil nadu,PETROL(E20)/LPG,2023,0
Tamil nadu,PETROL/CNG,2023,14363
Tamil nadu,PETROL/HYBRID,2023,24200
Tamil nadu,PETROL/HYBRID/CNG,2023,12
Tamil nadu,PETROL/LPG,2023,543
Tamil nadu,PLUG-IN HYBRID EV,2023,0
Tamil nadu,PURE EV,2023,2
Tamil nadu,STRONG HYBRID EV,2023,0
Tamil nadu,CNG ONLY,2024,35887
Tamil nadu,DIESEL,2024,155090
Tamil nadu,DIESEL/HYBRID,2024,328
Tamil nadu,DUAL DIESEL/CNG,2024,0
Tamil nadu,ELECTRIC(BOV),2024,97270
Tamil nadu,ETHANOL(E100),2024,32
Tamil nadu,LNG,2024,31
Tamil nadu,LPG ONLY,2024,2460
Tamil nadu,NOT APPLICABLE,2024,6
Tamil nadu,PETROL,2024,1416321
Tamil nadu,PETROL(E20),2024,159276
Tamil nadu,PETROL(E20)/CNG,2024,8
Tamil nadu,PETROL(E20)/HYBRID,2024,0
Tamil nadu,PETROL(E20)/HYBRID/CNG,2024,4
Tamil nadu,PETROL(E20)/LPG,2024,0
Tamil nadu,PETROL/CNG,2024,25574
Tamil nadu,PETROL/HYBRID,2024,22904
Tamil nadu,PETROL/HYBRID/CNG,2024,21
Tamil nadu,PETROL/LPG,2024,48
Tamil nadu,PLUG-IN HYBRID EV,2024,3
Tamil nadu,PURE EV,2024,34215
Tamil nadu,STRONG HYBRID EV,2024,4022
Tamil nadu,CNG ONLY,2025,30357
Tamil nadu,DIESEL,2025,163867
Tamil nadu,DIESEL/HYBRID,2025,598
Tamil nadu,DUAL DIESEL/CNG,2025,1
Tamil nadu,ELECTRIC(BOV),2025,33331
Tamil nadu,ETHANOL(E100),2025,228
Tamil nadu,LNG,2025,28
Tamil nadu,LPG ONLY,2025,2450
Tamil nadu,NOT APPLICABLE,2025,2
Tamil nadu,PETROL,2025,1101364
Tamil nadu,PETROL(E20),2025,592793
